	fluxes
AGMCT_c	0.0
OLEANOLATE3BGLUCURONOSIDE28GIDES_c	0.0
MALACONt2_cm	0.0
THYDROGRGRBACTERIOPHEOPHYTINRD_c	0.0
R07863_c	0.0
MI1234PP_c	0.0
GCS_m	-0.6381176610288877
AMID_c	0.0
CYSS2_c	0.0
EX_NA1_eb	-0.2912390355977618
GLNS_c	0.0
3SALATA_c	0.0
GLUt2_cm	0.0
PMGDS_c	0.0
MLTP4_c	0.0
4MOPDC_c	0.0
ME1_m	0.0
CKININXT_c	0.0
PROTOPINS_c	0.0
AHCYSDA_c	0.0
SFGTH_c	0.0
GGCHLAS_pl	0.03282496249835654
PAPSt_cpl	0.0
R02068_c	0.0
EX_H_eb	0.0
MALt2_2_vc	0.0
MALTt_ce	0.0
13ADPYRROLINIUM_c	0.0
5PMEVt_xc	0.0
NADTRHD_er	0.0
IAAGLUS_c	0.0
DICtm_cm	0.0
UA3GTP_c	0.0
UGE_c	0.0
CHORt_cpl	0.0
ASL_pl	0.5857978223708299
DPE1_pl	0.0
O2tdiff_cx	0.6277883902186626
XYS6_g	0.02249471618790992
CITRt_cpl	0.0
AGGLAS_c	0.0
DAPATR_pl	0.45959099461603353
CKDH2_c	0.0
PPA_x	1.3322711418800177
IDOND_c	0.0
PYK_pl	0.0
GARFT_pl	0.58579782237083
DCMPDA_c	0.053285324057992904
COUMADH_c	0.03918253265256315
OXAOX_c	0.0
glucys_tx_h__cpl	-2.750723870558871e-05
SC4MMO_c	0.0
CITRHISt_c	0.0
MI12356PPH_c	0.0
R07429_c	0.0
ICITt_cx	0.0
3HAD40_pl	0.0
CHORS_pl	0.5108075633694158
MI3K_c	0.0
GERMACRENECS_c	0.0
32PROPACID46HCHEX25DIENONES_c	0.0
ORPT_c	0.6199204923874979
ASPO5_c	0.0
NDPS_c	0.0
TREH_c	0.0
CE2211DH_c	0.0
QULNS_pl	0.0
XYS4_g	0.02249471618790992
THRD_c	0.0
NDPK4_pl	0.0
2OXO3CARBOXY45CPHEX5ENOATES_c	0.0
R2388_c	0.0
CAFFEINES_c	0.0
XYS2_g	0.022494716187909918
6PSTP_pl	0.0
SUCCt_cx	0.0
FLVR_c	0.0
SPHPL_c	0.0
3OAS160_pl	0.0
GA25OX_c	0.0
NMNAT_c	0.0
37OMQUERCETINMT_c	0.0
BAPATR_c	0.0
GA20DO_c	0.0
DTMPK_c	0.0
THDPS_pl	0.0
ICDHy_pl	0.0
GGCT_c	0.0015829165546034107
PC1829Z12Z1819ZDS2_c	0.0
FA180h_pl	0.0
PTA2_c	0.0
FA180ACPH_pl	0.0
SERDC_c	0.0
GLYCLTDy_pl	0.0
GA44OX2_c	0.0
PELARGONIDIN3OGIDEGMT_c	0.0
GTHDH_x	0.0
PDMETP_c	0.0
SPODM_pl	0.0
TRETRANSMEMMYCS_c	0.0
CES7_c	0.07422969039934636
SUCS__c	0.7596565406844904
NDPK3_m	0.0
BAMPPALDOX_c	0.0
FLAVLY_c	0.0
SPPS2_c	0.0
PC1819Z160DS2_c	0.0
MDHASCBL_c	0.0
SEPHCHCS_c	0.0
GTPDPDP_c	0.0
ABUTtdiff_ec	0.0
NADPHox_m	0.0
DCT_c	0.0
IMENTHONEDH_c	0.0
2OXOPENTA34DIENOATES_c	0.0
NMPTRCOX2_c	0.0
PELARGONIDIN3OGIDEHCT_c	0.0
3MTHPDSGLATESULT_c	0.0
GA17OX_c	0.0
EX_UMP_eb	0.0
ANXANOR_pl	0.0
PSY_c	0.0
GLYTA_x	1.6438234495476816
AGASNN_c	0.0
CES8_c	0.07422969039934636
MENTHOLDH_c	0.0
CO2tdiff_cx	0.0
PC1819Z1613EDS_c	0.0
EAR160x_pl	0.0
CYSS_m	0.0
LTDCL_c	0.0
HYOSCYAMINE6H_c	0.0
HMR_1504_c	0.0
AROAT_pl	0.30788105888872047
CHOLMO_c	0.0
CAO1_pl	0.007856447512548376
AOXS_c	0.0
IND3YLACMIS_c	0.0
PGISr_c	0.0
GERMACRENEDS2_c	0.0
AKGDH_m	0.0
IPDDI_x	0.0
AAMYRINS_c	0.0
VALTA_pl	-0.3081808632421386
FUMAC_c	0.0
HMGCOAR_c	0.0
HMR_1540_c	0.0
FLAS_c	0.0
SGSAD_c	0.0
R03341_c	0.0
OL3BGLCIDE31GALIDE28GIDES_c	0.0
DNTPPA_c	0.0
CAT2_c	0.0
NDPK8_c	0.0
SPP_c	4.7682967090915
EX_SO4_eb	-0.38050728849386867
PPHITR_c	0.0
ASCPOX_x	0.0
GLCUR1PUT_c	0.0
GLUCD3b_m	0.0
TMDPK_c	0.0
D7OMT_c	0.0
PPYAT_c	0.0
HMR_1538_c	0.0
PRMICI_pl	0.3021690735080594
GLUTRS_c	0.0
MTHPTGHMr_c	0.0
3HAD60_pl	0.0
MTHFD_pl	-4.4144799978662495e-15
GRTT_c	0.0
UFAGT_c	4.768296709091499
MOAT_c	0.0
POLYAO3_c	0.0
TRDR_pl	0.0
NTD10_c	0.0
CYANST_c	0.0
ECOAH9_m	0.0
CHORM_c	0.14151547647696025
PCLPHR_pl	0.04068141001090492
PUNP2_c	0.0
VPS_c	0.0
2OXBUTOR_c	0.0
FBP26_c	0.0
SUCR3_c	0.0
PHYNS_c	0.0
R02193_c	0.06066525444305983
HTHRPD_c	0.0
PDH_pl	0.0
MGDG1829Z12Z160DS_c	0.0
14BXYLAN_6Ut_gc	0.0
PPNDH_pl	0.0
PROD2_m	0.0
14BXYLAN_5Ut_gc	0.0
13SPSYLOXDC66DACDA_c	0.0
IMDHT_pl	0.2735377579563531
LCYB_c	0.0
DMATT_c	0.0
GGCHLAR1_pl	0.032824962498356536
GTHDH_m	0.0
FA1821ACPH_pl	0.0
SER_Lt_cx	-0.38824666911035677
MI3PS_c	0.0
LARICIRESINOLR_c	0.0
2COUMGT_c	0.0
GA12OX5_c	0.0
GTPDPK_c	0.0
MALS_x	0.0
STSA6_pl	0.026862228382913547
AGMIS_c	0.0
DAPDC_pl	0.45959099461603353
34DHOXMANDS_c	0.0
MI12356PP_c	0.0
RPE_pl	-72.84018392738223
GLUPRT_pl	0.5857978223708301
4AHM4BM5ACHOLESTMO_c	0.0
EX_amp_eb	0.0
AROOR_pl	0.0
URIC_c	0.0
XAND_c	0.0
IALLIINL_c	0.0
CKININGT_c	0.0
ASPTA_m	0.0
M14BQR_c	0.0
ITRANSZEATINRBMPS_c	0.0
ACSRTNMT_c	0.0
3OAS120_pl	0.0
GAAKORG15_c	0.0
CYSTS_pl	0.0
FACOAL80_c	0.0
ADPt_cpl	-5.580947459306648
BDEMALSALVIANINGMT_c	0.0
IMPC_pl	0.8879668958788892
GTHS_pl	0.0
3PGt2_cpl	2.0394774887768015
MI145PP_c	0.0
DAPE_pl	0.4595909946160335
17ODEACVINDINEAT_c	0.0
DHPM1_r	0.0
R2900_c	0.0
GLNGLUt_cpl	-0.34266616337013084
SHCHD2_c	0.0
TAGS_c	0.0
RNAMT_c	0.0
NADHox_Cyto_c	0.0
H2St_cm	0.0
7ODGYLAPIGENINRT_c	0.0
UA3GTC_c	0.0
37DMQUERCETAGETINMT_c	0.0
NCCt_ec	0.2912390355977618
14BXYLAN_8Ut_gc	0.0
2DP6MEPH_c	0.0
FBP_pl	37.48136259686321
3OAR140_pl	0.0
MARMESIN_c	0.0
MI12PP_c	0.0
CYTK1_c	-0.2273466304210189
MI1345PKn_c	0.0
DHNPA_c	0.0
M00963MO_c	0.0
AMMQT8_2_c	0.0
GNK_c	0.0
CQHCT_c	0.0
4UR5IMCAH_c	0.0
AATA_c	0.0
SINK_his_L_c	0.0
HDR2_pl	0.12204423003271471
GGCHLAR3_pl	0.032824962498356536
CONOL5H_c	0.0
CYOR_q9_m_mmi	0.0
GLYD_x	-0.38824666911035677
BZOTCOA_c	0.0
O2tdiff_cpl	-116.76132117663408
NADK_pl	0.0
TMDK1_c	0.0
EX_H2O_eb	-78.25315294170842
ACt_cm	0.0
SDPTA_pl	0.0
R08076_c	0.0
GIBBA12OX_c	0.0
ACORNt_cpl	0.0
HCAR_pl	0.0
AROHL_pl	0.30788105888872047
LNLCt_plc	0.13743208348398972
NO3t3_ec	3.877251913648585
G6PADH_pl	0.0
ALDD8_c	0.0
CYANIDIN3PCOUMGIDEGT_c	0.0
LNLNCAt_cx	0.0
ILE_Lt_plc	0.11480610520056035
MDHAR_m	0.0
NOS_m	0.0
3HAD160_pl	0.0
HDCAt_plc	0.07111432544467455
1NAPHTHALOX_c	0.0
DHZ9NGGT_c	0.0
MGDG1829Z12Z1839Z12Z15ZDS_c	0.0
VNDH_3ox_c	0.0
H2SO_c	0.0
EBFARNESENES_c	0.0
ARGHISt_cm	0.0
LNLCt_cx	0.0
CBMKr_m	0.0
EUGENOLMT_c	0.0
ADSL1_pl	0.8879668958788893
ANTHCT_c	0.0
MME_c	0.0
A3OAT_c	0.0
MAL_tx_x__c	0.38824666911035693
DMBZIDS_c	0.0
MDH_pl	0.0
CAMPEST4EN3BOLS_c	0.0
4MTHBUTYLHYDROXIMATEGT_c	0.0
3HAD80_pl	0.0
DECDPS_c	0.0
3OAS60_pl	0.0
34DHPLACOX_c	0.0
CYNTL_c	0.0
HMGCOAS_c	0.0
ACOAH_m	0.0
IPDPt2_xc	0.0
SERAT_pl	0.11898652183465287
HSTDH_c	0.0
GLUGLUa_c	0.0
BZALCBT_c	0.0
EX_O2_eb	113.9346334623263
HOLEDH_c	0.0
T2HEXENOLDH_c	0.0
3OMQUERCETINMT_c	0.0
GUAPRT_c	0.0
DCUPRENENES_c	0.0
CPLX4_mmi	0.6936041717813487
ABSCISATEGT_c	0.0
Q9OXIR_c	0.0
GDH2_c	0.0
NARGNHOX_c	0.0
CYH_c	0.0
SUCCD1_m	-0.027230017716860514
CANALINES_c	0.0
BAMPPALDOX2_c	0.0
SBPP2_c	0.0
HCO3E_m	0.0
ARGCITRt_cm	0.0
MANPGH_c	0.0
TRDR2__c	0.0
AMPN_c	0.0
2H3C45CPHEX5ENOATES_c	0.0
DMETALAMOX_c	0.0
OIVD1_m	0.0
5IEXOHCAMPHORDH_c	0.0
Pit6_mim	8.91647391140455
ALATA_L_m	0.0
34DHPHAMT_c	0.0
OIVD2_m	0.0
COUMSKMMO_c	0.06066525444305981
MACCOAT_c	0.0
POMT_c	0.0
5HCONOHDH_c	0.0
D7ST56DSAT_c	0.0
ACGK_pl	0.24155584686760218
ATPt3_erc	0.0
NDPK3_c	-0.30902310565150487
MI3456P_c	0.0
PHS2_c	0.0
BTNS_c	0.0
DELPHINIDIN3OGIDEGMT_c	0.0
AM_AP4_pl	0.0
GLUCYS_pl	2.7507238705588708e-05
HCO3E_c	0.01001022762857589
FACOAL180_r	0.0
IMENTHONES_c	0.0
NICOTINED15IMINIUMOX_c	0.0
1DEOXYCAPSIDIOLDH_c	0.0
THUJOPSENES_c	0.0
ATPM_m	0.0
GP4GASE_c	0.0
NDPK8_pl	0.0
METB1_c	0.0
HMR_1505_c	0.0
NTD9_c	0.0
LLOX13_c	0.0
NEOXANS_c	0.0
ADA_c	0.12933609150924863
BIOMASS_LEAF_SLY_b	0.001783096136312831
NDPK7_pl	0.0
MAN1PT_c	0.018909734525597573
FNORP_c	0.0
ATPH1_c	0.0
PGIA_pl	0.0
14BXYLAN_10Ut_gc	0.0
NORAJMALINES_c	0.0
2HFNTS_c	0.0
CYSTL_pl	0.1189590145959476
G6PIA_c	0.0
ICITD_m	0.0
CPLX3_mmi	1.3682986090370997
MGDECH_c	0.0
ITRANSZEATINRBMPH_c	0.0
ADSK_pl	0.0
GL3PDQ_imm	0.0
GLCt_ec	0.0
COTININEGT_c	0.0
GHBDHy_c	0.0
DVCHLDR_pl	0.0
GLYALDDr_c	0.0
GLYD_c	0.3882466691103568
R07674_c	0.018909734525597573
PHEAT1_c	0.0
EX_PHOTON_eb	-1000.0
GLYFT_c	0.0
GADO5_c	0.0
PYDXNK_c	0.0
IND3ACt_cpl	0.0
H4THDPRy_pl	0.45959099461603353
MTHFC_pl	0.0
ADK1_m	0.0
ARGORNt7_mc	0.0
FTHFL_c	0.0
HPIt_ce	3.6768064046729383
PELARGONIDIN3OCAFFEOYLGIDEGT_c	0.0
FASYNTH2_pl	0.07111432544467455
HCOUMARINMT_c	0.0
LIMNENS_c	0.0
OMILACTONEAS_c	0.0
OXCDC_c	0.0
TMTD_c	0.0
TNMT_c	0.0
R05506_c	0.0
IAALEUS_c	0.0
DURIPP_c	0.0
PAAD2_c	0.0
GALACTOSYLONONITOLDS_c	0.0
HMPK1_c	0.0
RDH1_c	0.0
GLC1PGT_c	0.0
DSGLUCOTRPLST_c	0.0
UREAt_cv	0.0
SECOLOGANINS_c	0.0
ACONAKGt2_cm	0.0
SHCHCS3_c	0.0
IEUGENOLMT_c	0.0
DMPPt_xc	0.0
HEXDH_c	0.0
GAAKORG9_c	0.0
FLAVAN4OL4R_c	0.0
MI34P_c	0.0
ACOADH1_m	0.0
NABTNO_c	0.0
GA14OX_c	0.0
PELARGONIDIN3OGIDEAT_c	0.0
MALSHININMT_c	0.0
3DPDHBMT_c	0.0
HISORNt_m	0.0
AGMT_c	0.0
ASPTA_x	-1.7205178109903738
GALURUT_c	0.0
PC1839Z12Z15Z1829Z12ZDS_c	0.0
for_tx_m__m	0.0
R2389_c	0.0
QUINDH2_c	0.0
GTHO_m	0.0
AKGCITt2_cm	0.0
NDPK7_c	0.0
ENOPH_c	0.0
ALLALCAKR_c	0.0
ACOTA_pl	0.24155584686760215
MGDG1839Z12Z15Z1617ZDS_c	0.0
SCHEILANTHIFOLINES_c	0.0
R08051_c	0.0
TRPOX2_c	0.0
THRS_pl	0.35655044239144235
ACOPAENES_c	0.0
MALOAAt_cm	-0.8417136264170597
G6PBDH_pl	0.0
MIHKPP_c	0.0
CISZEATINRBS_c	0.0
MG2t_cm	0.0
INDMTHHATEGT_c	0.0
MPMECY1_pl	0.04068141001090492
PARAXANTHINEMT_c	0.0
ACONICITt_c	0.0
DHSANGUINARINES2_c	0.0
DELPHINIDIN353TGIDEHCT_c	0.0
ANPRT_pl	0.06141102800373516
