	fluxes
NIRP_c	0.0
R04686_c	0.0
HYPERFORINS_c	0.0
UPP3MT1_c	0.0
PHEOASE_c	0.0
PC1829Z18212ZDS2_c	0.0
AMPDA_c	0.09273984761297079
TREP_c	0.0
AMETAHCYSt_c	0.04068141001090491
PROAKGOX1r_c	0.0
CITICITt_cm	0.0
CPS_pl	0.0
ASCOX_c	0.0
3OAR180_pl	0.0
LEUAMDTR_c	0.0
D24STR_c	0.0
SINK_asp_L_c	0.0
R3363_c	0.0
MLTG1_c	0.0
MENDH_c	0.0
3MOPDC_c	0.0
G5SADs_c	0.2301084120310105
HISD_c	0.0
SOYASAPOGENOLBGT_c	0.0
PPHBTR_c	0.0
TRPTA_c	0.0
LDH_D_c	0.0
AMITP_c	0.0
MPML_pl	0.04068141001090492
CBMKr_pl	0.8613988188551116
thr_L_tx_h__pl	-0.241744337190882
HPXDH_c	0.0
2HDHCHELIRUBETMT_c	0.0
UDPDPS6_c	0.0
RNDR4_c	0.0
ADPRDP_c	0.0
NDPK5_c	0.0
NAMNPP_c	0.0
DGK1_c	-0.028391151172493058
SUCRt_ec	-3.994983137916299
HISDC_c	0.0
LCYG_c	0.0
R05092_c	0.0
MOMETSTEMONOX_c	0.0
NICOTINED_c	0.0
PDHcr_c	0.0
SINK_xylan4_c	0.0
56DURAt_cpl	0.0
PROGLUt_cm	8.916473911404548
PGI_pl	-0.8058668514873876
5HLTDL_c	0.0
3DEMQ10MT_c	0.0
SPHK21c_c	0.0
GTHHR_v	0.0
Pit4_ec	1.4653295043285934
MG2t_cer	0.0
GA24OX_c	0.0
R04276_c	0.0
ACHBS_pl	0.11480610520056037
ADK1_pl	9.716738219791159
EX_ca2_eb	-1.0609422011061345
DHMACARPINEOX_c	0.0
ACS_x	1.3322711418800177
BALAt_ec	0.0
XYLt_cg	0.0
SUCRt2_vc	0.0
COTININEH_c	0.0
NDPK8_m	0.0
NDPK1_m	0.0
SPODM_m	0.0
FLGLCTR_c	0.0
FALDH2_c	0.0
STSAP5_pl	0.10744891353165169
FTHFCL_m	0.0
SINK_gly_c	0.0
CITRASE_c	0.0
NTRLASE_c	0.0
M00955DH_c	0.0
SANGUINARINER_c	0.0
ARGtdiff_plc	0.24147832646761364
METACH_pl	0.0
OBFOOLOR_c	0.0
SALUTARIDINOLAT_c	0.0
INOSTO_c	0.0
DCADINENES_c	0.0
DCYTD_c	0.0
MOCOS2_c	0.0
CIALDH_c	0.0
HMR_1545NAD_c	0.0
GLUS_ferr_pl	2.918587688841986
IPENTA5DIPS_c	0.0
3OAS140_pl	0.0
OBDH_c	0.0
HACNHm_c	0.0
S7METHHEPTHXIMOYLCYSS_c	0.0
GGDPR3_pl	0.007856447512548378
24IEPICAMPDS_c	0.0
DHCR71r_c	0.0
ARDENDR_c	0.0
PINORESINOLS2_c	0.0
FAS161ACP_pl	0.0
HDR1_pl	0.04068141001090492
A5PISO_c	0.0
EX_etoh_eb	0.0
PEPPIt2_pl	0.0
R06294_c	0.0
ARACL_c	0.0
MNDH_c	0.0
GLUTRR_pl	0.32545128008723934
ICDHy_c	0.0
ABARBATENES_c	0.0
PHPHAOX_c	0.0
UAAGDS_c	0.0
X5PL3E_c	0.0
SINK_tyr_L_c	0.0
DOPAMT_c	0.0
ERIODICTYOLH_c	0.0
ALLTN_c	0.0
TPS2_c	0.0
CELBGH_c	0.0
XYS5_g	0.02249471618790992
IPDDI_m	0.0
HMR_1545_c	0.0
HFECOAL_c	0.0
GLYCK_pl	0.0
ARGD_c	0.0
GALTi_c	0.0
SINK_cys_L_c	0.0
GGDPR2_pl	0.007856447512548378
ATPM_pl	0.0
MMETDC_c	0.0
EAR60x_pl	0.0
4ABZS_c	-0.14151547647696058
P5CS_pl	0.0
MMALH_c	0.0
KDOPS_c	0.0
MANITL_c	0.0
OXAMALt_cm	0.0
ACALD_c	0.0
IPENTA5DIPH_c	0.0
GA24OX3_c	0.0
PGL_pl	0.0
CBR1_c	0.0
ATPS_typl	116.29553236654472
LANOSTD24_c	0.0
BTP_c	0.0
BARA1PP_c	0.0
NDPK6_m	0.0
ZAXANOR_pl	0.0
AROGDH_c	0.14151547647696022
OL3BGLC31GAL28GIDES_c	0.0
35DIHANILEMT_c	0.0
NDPK5_pl	0.0
PGMT_c	-5.095103357054737
PPPG9t_cm	0.0
ALIPDS_c	0.0
MG2t_cv	0.0
SINK_trp_L_c	0.0
CE2314MO_c	0.0
OCTDPS_c	0.0
NDPK7_m	0.0
M00961MO_c	0.0
NH4t_cv	0.0
GAAKORG11_c	0.0
DMPPt_plc	0.0
AACOAR_c	0.0
EX_K_eb	-0.7191821083128414
DAAD__c	0.0
CHOLST_c	0.0
GA44OX_c	0.0
PHYTCOADOX_c	0.0
MEVK1_c	0.0
METAT_c	0.12933609150924863
14BXYLAN_2Ut_gc	0.0
CYSS_c	0.0
MCCC_m	0.0
GLNGLUt_cm	0.0
NADHP_c	0.0
LNLNCAt_cer	0.0
ALLTAMH2_c	0.0
PPA_m	0.0
MI1346PKn_c	0.0
SO3tdiff_xc	0.0
ACK_c	-3.4116122547496746
R04801_c	0.0
FBP_c	10.502230293059334
2HGENISTEINDMAT_c	0.0
THFtdiff_cm	-0.6381176610288877
DVPCHLDR_pl	0.04068141001090492
CHOLD_c	0.0
DURAD_pl	0.0
5DKGR_c	-1.463134176850208
FFSD2_c	0.0
XYS8_g	0.02249471618790992
akg_succoa_tx_m__m	0.0
4NPHPP_c	0.0
ACRS_c	0.0
TKT1_pl	-36.164688182006415
DELPHINIDIN3OGYL5OCAFFEOYLGIDEGT_c	0.0
MCITDm_c	0.0
XYS11_g	0.02249471618790992
HMR_1494_c	0.0
NDPK2_pl	0.0
ESTSULT_c	0.0
LEU_Lt_cm	0.0
ACOAD9_m	0.0
LUTEOLINS_c	0.0
ASPR_c	0.0
LEUTA_m	0.0
BETALDHx_c	0.0
XYS10_g	0.02249471618790992
DIMBOAGLCH_c	0.0
PPPGO_1_pl	0.040681410010904924
DHQS_pl	0.5108075633694158
HMR_1503_c	0.0
LYSDC_c	0.0
INDPYRD_c	0.0
ATERPINEOLS_c	0.0
ARHGDx_c	0.0
NADPHP_c	0.0
UGMDDS_c	0.0
CS_m	0.0
3OACOAR_c	0.01001022762857589
EPCDO_c	0.0
UDPDPS3_c	0.0
PPNCL2_c	0.0
MI12345PP_c	0.0
TDPDRE_c	0.0
ALCD25x_c	0.0
R06291_c	0.0
EX_thm_eb	0.0
HISTASE_c	0.0
ILETA_pl	-0.11480610520056035
PEAMT_c	0.0
MI2PP_c	0.0
SUCFUMt_cm	-1.7134781361616103
GAAKORG4498_c	0.0
DHAPt2_plc	10.506264369758124
CMPt_ec	0.0
PADOX_c	0.0
ASPTA_c	8.283652449562862
NTPP5_c	0.0
GTHAMPOR_pl	0.11898652183465287
PSORALEN5MO_c	0.0
AGMH_c	0.0
FORt_cpl	0.0
SINK_lys_L_c	0.0
COTININED_c	0.0
ITRANSZEATINRBS2_c	0.0
AKGMALt_cpl	0.5670346341935438
DELP_GLCT_c	0.0
NADH11_mmi	0.7756081343664624
CO2tdiff_ec	107.37436975725879
ASPO6_pl	0.0
NICRNS_c	0.0
MET_Lt_cpl	0.0
ENCOAI121_c	0.0
1PYR5Ct_mc	0.0
TMDPP_c	0.0
AMPt_ec	0.0
ACCOAC_pl	0.0
DHCONIFERYLALCGT_c	0.0
AACOAR2_m	0.0
MANDELATER_c	0.0
NO2t_cpl	3.853477298497748
CYANIDIN3IOBDGIDEGT_c	0.0
G5SADs_m	0.0
PANTS_c	0.0
NICRNTN_c	0.0
SINK_phe_L_c	0.0
ENO_c	5.736204834263099
AKGt_cx	0.07669436144269233
AVENASTEROLDS_c	0.0
VINORINES_c	0.0
RADH_c	0.0
GMAND_c	0.0
GLUKBh_pl	0.0
OAADC_pl	2.1084366087600244
GND_pl	0.0
PNTK_c	0.0
NADPHox_x	0.0
TMSNIUMTHFM_c	0.0
FBA2_c	0.0
CES11_c	0.07422969039934638
CYSTGL_pl	0.0
suc_akg_tx_m__c	0.0
ADCS_pl	0.14151547647696064
HDS_pl	0.16272564004361964
HXPRT_c	0.0
C5STDS__c	0.0
MYRM_c	0.0
PSII_plty	118.5931273434187
GL1COACOAt_c	0.0
PHEt_cpl	-0.30788105888872047
HPALOX_c	0.0
AOBUTDs_c	0.0
OCDCEAt2_cer	0.0
H2Ot_cv	0.0
GERMACRENEAS_c	0.0
SUCCt_ec	0.0
DBE_pl	0.0
13DAMPPOX_c	0.0
LDH_D3_c	0.0
FACOAE120_c	0.0
R07869_c	0.0
BIOMASS_STEM_SLY_b	0.0
NDPK1_c	-5.7172950997296486
3M2BUTENALS_c	0.0
ARD_1_c	0.0
SINK_tmp_c	0.0
MGDG1829Z12Z1617ZDS_c	0.0
NMNN_c	0.0
G5SADs_pl	0.0
APRTO2_c	0.0
CYANIDIN3IOBDGIDAT_c	0.0
pumped_H_inost_tx_v__c	0.0
MG2t_ec	0.28437121530699244
CYEUOLCYCI_c	0.0
URO_x	0.0
O2tdiff_cm	2.110244642590778
CES4_c	0.07422969039934638
PC1819Z1839Z12Z15ZDS_c	0.0
RBPC_pl	106.79903495079084
GERMACRENEDS_c	0.0
FDH_pl	0.0
DHSANGUINARINEOX_c	0.0
METSOXR1_c	0.0
ACACT10_m	0.0
TRNFE_c	0.0
3DEOXYCAPSIDIOLDH_c	0.0
R07678_c	0.018909734525597573
GMPS2_c	0.0
TMTG_c	0.0
MI346P_c	0.0
DHNCOAT_c	0.0
GGCHLBSP_pl	0.0
SUCOAS_m	0.0
H2Ot_cx	1.4089655033227102
CYSTSY_pl	0.11895901459594731
MG2t3_v	0.0
S4MTHBUTYLHMOYLCYSS_c	0.0
PGM_pl	-1.021615126738832
AMPTASECG_c	0.0015829165546034105
GGBCLPHAR2_c	0.0
UDPGLDC_c	0.2699365942549191
TCYD_c	0.0
HMGTHDH_c	0.0
AM_AP3_pl	0.0
UPPRT_c	0.0
DHODH_mmi	0.6199204923874978
GTPCII2_c	0.0
NADHt_cr	0.0
IAAALAH_c	0.0
RBFSa_c	0.0
GART_pl	0.0
CHOLESTANOL22H_c	0.0
R05037_c	0.0
BACORADIENES_c	0.0
SALCS2_c	0.0
Q9OXIR_m	0.0
MALCITt2_cm	0.0
NICOTINEOX_c	0.0
BILIRED_c	0.0
TYR_Lt_cpl	0.0
BDG2HCGHD_c	0.0
NHLTRYPTAMINES_c	0.0
CAFFCOAMT_c	0.06066525444305982
TPI_pl	84.15231514862774
AGT_x	0.0
AMID3_c	0.0
CHSTEROLMO_c	0.0
ASAD_pl	0.9351004516034234
UDPXYLt_cg	0.2699365942549191
ALCD23x_c	0.0
OAASUCCt_cm	0.0
MALt2_cm	7.230225792959798
OLEANOL6BGLUC31GALACS_c	0.0
ECOAR_c	0.01001022762857589
FTAL_c	0.0
PPA_c	6.420495642259317
OPAH_c	0.0
4MTHBUTHMATES_c	0.0
4PPANS_c	0.0
4AMBUAT_c	0.0
PHEt2_plc	0.0
FAS183ACP_pl	0.0
LUPEOLS_c	0.0
DDECDPS_c	0.0
DGNSK_c	0.0
NNAM_c	0.0
SINK_thr_L_c	0.0
GLYCLTt3_plc	0.0
DTDLACH_c	0.0
HDHBMT_c	0.0
DKMD3M_c	0.0
MI234TPPP_c	0.0
ACPCBO_c	0.0
TRE6PS_c	0.0
XU5PDPIt_pl	0.0
XYLK_c	0.0
10OXOGERANIOLRD_c	0.0
10HGERANIOLDH_c	0.0
SINK_leu_L_c	0.0
ADK1_c	-2.8889084426896563
SINK_gmp_bc	0.0
PROTOPINEH_c	0.0
IAALEUH_c	0.0
5CLTRANSDIENELACTONEH_c	0.0
MTRK_c	0.0
NDPK4_c	0.0
OCDCEAt2_cx	0.0
PURINEDH_c	0.0
CYTB6F_typl	262.8137453131626
MI3PP_c	0.0
UA3GTD_c	0.0
MDH_c	-2.5107609223812006
ACONTa_m	0.0
PGCD_pl	3.019302597322536
CRINOSTEROLS_c	0.0
3OAS180_pl	0.0
FACOAE100_c	0.0
OCDCEAH_c	0.0
STSA4_pl	0.026862228382912922
MGDG1839Z12Z15Z1627Z10ZDS_c	0.0
MALSO4t_cm	0.0
PURINEH_c	0.0
MGDG1839Z12Z15Z1829Z12ZD_c	0.0
5DGLCNR_c	-1.4631341768502082
GAPD_c	7.7756823230398995
HDCAt_cer	0.0
GA28OX_c	0.0
OCDCAt_cx	0.0
CYSTALY_pl	-2.7949514632725595e-16
IAIAT_c	0.0
ALLOC_c	0.0
R3058_c	0.0
GERANIOLS_c	0.0
CES3_c	0.07422969039934638
ASCPOX_c	0.0
CES5_c	0.07422969039934638
KDOPP_c	0.0
CMPA_c	0.0
IPENTADENINES_c	0.0
G6PIA_pl	0.0
CLPGR_c	0.0
XYLUR_c	0.0
6OMYCOLTRE6PP_c	0.0
56DURAt_cr	0.0
SINK_5oxpro_c	0.0
CISZEATINGT_c	0.0
PFK26_c	0.0
AACTOOR_c	0.0
SINAPATEGT_c	0.0
GALOX2_c	0.0
PTA_c	-0.010010227628575886
DEBUG_ELLIOT_ALA_B_c	0.09065434892171437
CYSt_cm	0.0
PC1829Z12Z1819ZDS_c	0.0
GLYt_cx	-1.2555767804373248
FNORD_c	0.0
DHKOOR_c	0.0
OAAt3_cm	0.0
PC1819Z1819ZDS_c	0.0
DPCOAK_c	0.0
PGL_c	0.6199204923874978
I3METHCYSS_c	0.0
SINDMTHHMOYLCYSS_c	0.0
HCQT_c	0.0
DDPA_pl	0.5108075633694159
R03738_c	0.0
MGDG1819Z160DS_c	0.0
3DIMSNIODPALDH_c	0.0
FARCL_c	0.0
TRE6PP_c	0.0
LNLCt_cer	0.0
ACOAD8_m	0.0
RNDR2_c	0.028391151172493058
R03809_c	0.0
AGPRi_pl	0.24155584686760218
ID3ACALDOX_c	0.0
CONIALDHGT_c	0.0
UDPG46DH_c	0.0
PG1829Z12Z160DS_c	0.0
CTHEX_c	0.0
HSK_pl	0.4755094569873898
CHLSTR_c	0.0
MI12BPP_c	0.0
MTAN_c	0.0
SER_Lt_plc	1.3651403292344264
ADMDC_c	0.0
PRASCS_pl	0.5857978223708299
PINORESINOLR2_c	0.0
CHLBR_pl	0.0
SACCD4_c	0.0
SBP_pl	36.16468818200641
BCAPHYS_c	0.0
GLNS_pl	4.937945074942532
UGLYCH_c	0.0
GA12OX6_c	0.0
DHKALAFUNGINS_c	0.0
ASPt_cpl	5.945735231661815
BCHAMIGRENES_c	0.0
GLYt_cpl	-0.8879668958788919
RPI_c	-0.6199204923874979
MGCH_m	0.0
TYMT_c	0.0
CONOHDH_c	0.032675827387775885
GTHDH_pl	0.0
HMR_1536_c	0.0
UAPGR_c	0.0
TYRCBOX_c	0.0
NDPK6_c	0.0
GA19OX2_c	0.0
CITt_cx	-1.3322711418800177
URATEt_xc	0.0
HISTDADH_pl	0.30216907350805944
DHORt_cpl	0.0
CES6_c	0.07422969039934636
R05038_c	0.0
ATPt3_x	0.0
7ODGYLAPIGENINMT_c	0.0
DGDG183182DS_c	0.0
CDPGLYCPP_c	0.0
HDCEAt2_cer	0.0
GRDPt2_plc	0.0
MIMOSINES_c	0.0
UGGLALAALAL_c	0.0
LCYA_c	0.0
ADNUC_c	0.0
SUCRt_cv	0.0
SINK_DGMP_c	0.0
CYSST_m	0.0
PDX5PO_c	0.0
3OAS80_pl	0.0
GLUR_c	0.0
GLUTRS_pl	0.3254512800872392
HISOLPDH_pl	0.3021690735080595
IND3ACS__pl	0.0
ZEAFARNESENES_c	0.0
GRGT_c	0.0
PPND2_pl	0.0
3HAD140_pl	0.0
PYRDC_c	0.0
DMAPP_AMPIT_c	0.0
ZBOCIMENES_c	0.0
PUNP5_c	0.0
ASCOXIDORED_c	0.0
AGDI_c	0.0
pro_L_tx_h__pl	0.0
ACUPRENENES_c	0.0
OCDCEAMT_c	0.0
GAAKGOR4_c	0.0
CONALDHS_c	0.0
GDPMANNE1_c	0.018909734525597573
OCTADECENEDIOATES_c	0.0
AMPt_cpl	4.995149636935829
MI1456PK2_c	0.0
34DHBALDMT_c	0.0
XAOx_c	0.0
FA120ACPH_pl	0.0
HCYSMT2_c	0.0
14BXYLAN_11Ut_gc	0.0
R2341_c	0.0
UMPt_ec	0.0
BSMT2_c	0.0
XYS12_g	0.022494716187909925
TRPt_cpl	-0.06141102800373511
PPDK_c	0.0
DGDG1829Z12Z1829Z12ZDS_c	0.0
EX_mg2_eb	-0.28437121530699244
UAGPT3_c	0.0
COALDDH_c	0.0
HSDy_pl	0.4755094569873898
MALDH3_pl	5.408529110803262
OHPHM_c	0.0
FE2t1_ec	0.0
14BXYLAN_12Ut_ce	0.0
9Z11E14Z13SHPEROCTDECTRENOATEDH_c	0.0
NADKIN_x	0.0
SDPDS_pl	0.0
14BXYLAN_4Ut_gc	0.0
SRETICULINEOX_c	0.0
P5CD_m	0.0
PAL_c	0.09984778709562296
3H15DHLUBIMINS_c	0.0
HMR_1548_c	0.0
ACITL_c	0.0
RE1978C_c	0.0
MALST_c	0.0
MI1234PS_c	0.0
3OAR120_pl	0.0
MLTHFt_cpl	-1.4737647182497262
ACP1829Z12ZD12DS_pl	0.0
ARGLYSt_cm	0.0
MI1PP_c	0.0
HSST_c	0.0
PYDXD_c	0.0
DESACETOXYVINDINE4H_c	0.0
PC1829Z12Z1627Z10ZDS2_c	0.0
GLUCYS_c	0.001555409315897822
FRUt_ec	0.0
EX_cmp_eb	0.0
HCYSMT_c	0.0
UREA_c	0.0
FBA3_pl	36.16468818200641
5IEPIARISTOLOCHDH_c	0.0
HIS_Lt_cpl	-0.3021690735080595
DHAD1R_pl	0.5817186211984918
CTS_cx	0.0
3HBCDH_c	0.0
ORNCD_c	0.0
APPNNS_c	0.0
MMSAD3_c	0.0
43AC5H4OXO14DHNPTHL2YL3HBUTS_c	0.0
GGBCLPHAR3_c	0.0
BZALCAT_c	0.0
PRAIS_pl	0.5857978223708299
PETHCT_c	0.0
3BH4BM5ACHOLEST7ENE4ACS_c	0.0
5IEPIARISTOLOCHENEDH_c	0.0
LYS_tx_h__pl	-0.4595909946160333
C01041R_pl	0.061022115016357376
Ht_gc	0.269936594254919
SERAT_m	0.0
PC1819Z1829Z12ZDS_c	0.0
ASCBOR2_c	0.0
PGMT_pl	-0.8058668514873878
G6PDH2_pl	0.0
GA25H_c	0.0
DBTS_c	0.0
FER5H_c	0.0
5DHAVENASTEROLR_c	0.0
Ht_cpl	0.0
IMPD_c	0.22207593912221946
P5CR2_c	0.23010841203101123
GGBCLPHAR_c	0.0
PFK_pl	0.0
SDNPAS_c	0.0
DIBOAOX_c	0.0
DPMVD_x	0.0
GLUCT_c	0.0
IPPS_pl	0.2735377579563531
pumped_H_fru_B_tx_v_IR__v	0.0
G5SD_pl	0.0
PPPGO_1_m	0.0
3H3C45CPHEX5ENOATE_c	0.0
BMENECPPYRAT_c	0.0
SINK_cit_c	0.0
ALCD22x_c	0.0
AIRC_pl	0.5857978223708299
GLU5K_pl	0.0
OAAAKGt_cm	-7.636141507021542
CHLBSP_pl	0.007856447512548378
FNOR_pl	221.88739217342695
EX_cu2_eb	0.0
HCONMET_c	0.027989427055283938
OCDCAt_cer	0.0
R00640_c	0.01890973452559758
NADS1_c	0.0
ABTD_c	0.0
MCD_c	0.0
SBT6PASE_c	0.0
FA1819ZACPH_pl	0.0
SHSL1_pl	0.0
ONRCITt_c	0.0
r1384_c	0.0
OAAICITt2_cm	0.0
SPODM_c	0.0
DHORt_cmi	0.6199204923874978
NTPP3_c	0.0
MDHASCBL_pl	0.0
CALAt_cr	0.0
14BXYLAN_3Ut_gc	0.0
GLGC_pl	0.8058668514873876
ALOX8_c	0.0
CBPS_pl	0.0
XYLI1_c	0.0
EAR80x_pl	0.0
G6PIB_pl	0.0
AI4AH_c	0.0
VALt_cpl	-0.3081808632421386
PC1819Z160DH_c	0.0
COTININED2_c	0.0
R3119_c	0.0
EX_CO2_eb	-107.37436975725879
R07445_c	0.0
HYPOGLYCINATP_c	0.0
CYTD_c	0.0
BZALOX_c	0.0
LACZ2_c	0.0
VETISPIRADIENES_c	0.0
PRAGS_pl	0.5857978223708301
fum_tx_h__pl	-1.7152430447173328
23DIMMALL_c	0.0
EKEOOXRED_c	0.0
DMATT_m	0.0
S5METHPENTHXIMOYLCYSS_c	0.0
EX_NO3_eb	-3.877251913648585
GLUFIMT_c	0.0
SDH_c	0.0
R07489_c	0.0
CHAVICOLMT_c	0.0
3HEXOX_c	0.0
AKGt_ec	0.0
UDPDPS5_c	0.0
MTHFD_m	0.0
63PSTP_pl	0.0
CHYA1_c	0.0
GLUDC_c	0.0003625954193009387
5MTHFt_cpl	0.0
ME2_pl	0.0
PYRt2_cm	0.0
AM_AP2_pl	0.0
SHCHF_c	0.0
BOCS_pl	0.0
GLUN_c	0.0
3HBCD_m	0.0
SO4t2_vc	0.0
5HOXINDACTD_c	0.0
S6MHHMCYSS_c	0.0
MDHASCBL_m	0.0
3HAD100_pl	0.0
GLUDx_m	-7.636141507021543
CISZEATINOX_c	0.0
DHQD_pl	0.5108075633694158
DOPASULT_c	0.0
IDITDEH_c	0.0
EX_cobalt2_eb	0.0
PHYCBOXL_c	0.0
SINK_met_L_c	0.0
SPMS_c	0.0
CE2314MO2_c	0.0
MTHFD_c	1.473764718249724
KDOCT2_c	0.0
reac_902_v	0.0
acon_C_akg_tx_m__c	0.0
C3STKR1_c	0.0
OCDCAt_plc	0.0
TD25COAI_c	0.0
NADt_cr	0.0
3HPCOAHYD_m	0.0
ONRCITt_pl	0.0
TROPINEAT_c	0.0
MI145PK_c	0.0
MG2t_cpl	0.04068141001090492
GIBBA12ALDOX_c	0.0
HC00718CT_c	0.0
TDPGDH_c	0.0
C22STDS_c	0.0
ADES_c	0.0
NMDH_c	0.0
DADA_c	0.0
SINK_mal_L_c	0.0
R01941_c	0.0
TMDS_pl	0.0
RPE_c	0.0
G1PTT_c	0.0
Ht_cmi	3.6496232204505956
CBMD_c	0.0
PDX5PS2_c	0.0
CHRYSOSPLENOLCMT_c	0.0
NADK_c	0.0
SALCS3_c	0.0
SSALy_c	0.0
EX_glyc3p_eb	0.0
LNS14DM_c	0.0
SULR_c	0.0
R2492_c	0.0
SECOILARICIRESINOLDH_c	0.0
NITR_c	3.8534772984977477
PPYRDC_c	0.0
DGDG1829Z12Z1829Z12ZDS2_c	0.0
Ht_mim	0.0
RE1537C_c	0.0
ASNN_c	0.0
PRUNINRT_c	0.0
akg_coa_tx_m__m	0.0
PG1829Z12Z160DS2_c	0.0
OXOCNNMCOAS_c	0.0
C3STDH1_c	0.0
ASPCT_pl	0.6199204923874978
18CINEOLES_c	0.0
UDPDPS4_c	0.0
PGLYCP_pl	1.256459234715186
INSK_c	0.12933609150924863
STERCULATES_c	0.0
FMNRy_c	0.0
GA36OX_c	0.0
FACOAE181_c	0.0
CONIFERINGLCASE_c	0.0
HMR_1493_c	0.0
PIt_cmi	8.916473911404548
4M3OPDH_c	0.0
PPGPPDP_c	0.0
DXS_pl	0.16272564004361964
ARGSS_pl	0.24147832646761366
MTHFR2_c	0.24829510610519592
LNL13HPL_c	0.0
RE1834C_c	0.0
LACGALH_c	0.0
SUCC_SO4t_cm	0.0
AZINGIBERENES_c	0.0
HMR_1509_c	0.0
CYTDO_c	0.0
UDPt_gc	0.2699365942549191
SINK_val_L_c	0.0
UBOXM_m	0.708320235404715
ADPRPP_c	0.0
PYAM5PO_c	0.0
TYRt2_plc	0.0
BERGAPTOLMT_c	0.0
3DPHBMO_c	0.0
AHCAMPESTEROLDH_c	0.0
DGDG1839Z12Z15Z160DS_c	0.0
ETHEROLEATES_c	0.0
GALEPI_c	0.0
q9_q9h2_tx_m__m	0.0
MGDG1819Z1637Z10Z13ZS_c	0.0
HISTP_pl	0.30216907350805944
NTP3_c	0.0
SER_Lt_cm	0.0
PHOTONt_ce	-1000.0
EX_zn2_eb	0.0
2DOXG6PP_c	0.0
HC01842CTDT_c	0.0
UGCIAMH_c	0.0
FUMt2_2_cv	0.0
ABAOX_c	0.0
1KESTOTOSEH_c	0.0
ALLIINL_c	0.0
BAMYRINS_c	0.0
CKININS_c	0.0
HMR_1550_c	0.0
MOHMT_c	0.0
CYANIDIN5OGIDEGT_c	0.0
GTHS_c	0.0015829165546034107
2DHPANTOLACTONER_c	0.0
CYARTMT_c	0.0
DHFR_c	0.0532853240579929
68DHPURINES_c	0.0
SHSL2_c	0.0
EX_NH4_eb	-7.75450382729717
GRTT_pl	0.04068141001090491
CITSUCCt2_mc	0.0
PUNP1_c	0.0
GLYCAt_cx	0.38824666911035677
FRDPt2_plc	0.0
ARABR_c	0.0
SINK_b14glucan_c	0.0
EX_inost_eb	0.0
8HABSCISATED_c	0.0
SPODM_x	0.0
2OXOADPTm_c	0.0
35DIMEPHMT_c	0.0
DXR_pl	0.1627256400436196
AHCYSNS_c	0.0
GUABUTASE_c	0.0
BDH_c	0.0
NERSYNTH_c	0.0
FRUCK_c	0.0
FACOAE140_c	0.0
ANS_pl	0.061411028003735164
FACOAE180_c	0.01001022762857589
LDH_Q9_c	0.0
C8STI_c	0.0
PYDXK_c	0.0
PMANM_c	-0.018909734525597577
PC182N6160DS_c	0.0
UPP3S_pl	0.04068141001090491
OAACITt2_cm	3.1699061015936392e-15
HMR_1539_c	0.0
GAPDH_pl	210.51495806120522
EX_fru_eb	0.0
PHYTOLK_c	0.0
CATECHOLMT_c	0.0
UMPU_c	0.0
mal_L_pumped_H_tx_v__v	0.0
HEX4_c	0.0
DHFR_pl	0.0
ATPM_c	0.0
PYNP2r_c	0.0
ADSK_c	0.0
FTHFL_m	0.0
CHDISO_c	0.0
MALICIT_tx_m__c	0.0
DELPHINIDIN3O6OMALBGIDE3OGIDEGT_c	0.0
GTHO_c	0.0
SALSYN_c	0.0
PRGSTRNDH_c	0.0
14BXYLAN_9Ut_gc	0.0
DPE2_c	0.0
PYK_c	7.852961325702861e-12
23ITPROANTHOCYANIDINS_c	0.0
SS_er	0.0
HACD9_m	0.0
GRGRBACTERIOPHEOPHYTINRD_c	0.0
DHCHELIRUBINEH_c	0.0
H2Ot_cr	0.0
EEAFARNESENES_c	0.0
CCAFFEATEDEG_c	0.0
SO4t_xc	0.0
ORNTAC_pl	0.24155584686760218
GLYCAt_cpl	0.0
NICMONOX_c	0.0
EX_cl_eb	-0.2912390355977618
MLTHFt_cm	0.6381176610288877
6G6KESTOTOSEH_c	0.0
RNDR1_c	0.0532853240579929
CMBLD2_c	0.0
TYMHCT_c	0.0
urea_tx_m__m	0.0
UA4E_c	0.0
SYNALDH_c	0.02798942705528394
NEOXISO_c	0.0
OHPBAT_c	0.0
3BHANDROST5EN17ONE3SS_c	0.0
ACGAMK_c	0.0
EAR180x_pl	0.0
MGDG1829Z12Z160S_c	0.0
ELMS_c	0.0
CHLASP_pl	0.0
4ABZt_cpl	-0.1415154764769606
ADCL_pl	0.1415154764769606
HMGL_c	0.0
FCLT_c	0.0
3OAR160_pl	0.0
M00960MO_c	0.0
PG1839Z12Z15Z160DS_c	0.0
G1SAT_pl	0.3254512800872393
CATOX_c	0.0
CYTDK2_c	0.0
PSCVT_pl	0.5108075633694158
FTHFL_pl	0.0
FRUt_c	0.0
STDEG_pl	0.0
FTR_c	0.0
MDH_x	-0.3882466691103568
SYRINGINS_c	0.0
HEMEOS_c	0.0
NDPK3_pl	0.16272564004361964
GK1_m	0.0
GWD_pl	0.0
MITKP_c	0.0
ADPGLC_pl	0.0
SINK_ascb_L_c	0.0
IPRODEA_pl	-2.7949514632725595e-16
R08052_c	0.0
RVICIANINH_c	0.0
JAOMETR_c	0.0
NADKIN_c	3.9379359335238224e-14
IFUCOSTEROLR_c	0.0
TRAUMATINS_c	0.0
MTHFC_c	1.473764718249724
PFK_c	0.0
